activity;case;start;end;type;user
upload travel expense documents;847;13.02.2017 06:28:00;13.02.2017 06:44:00;Employee;AV6598
file travel expense report;847;13.02.2017 06:44:00;13.02.2017 07:01:00;Employee;AV6598
confirm travel expense report;847;13.02.2017 07:01:00;13.02.2017 07:01:00;Employee;AV6598
decide on travel expense approval;847;13.02.2017 13:09:00;13.02.2017 13:13:00;Manager;TF7102
send original documents to archive;847;15.02.2017 05:59:00;15.02.2017 06:34:00;Employee;AV6598
calculate payments;847;01.03.2017 07:59:00;01.03.2017 08:50:00;Accounting;WE5108
pay expenses;847;03.03.2017 07:59:00;03.03.2017 08:04:00;Accounting;WE5108
check if expense documents exist;848;06.02.2017 05:59:00;06.02.2017 06:31:00;Employee;UR1632
file travel expense report;848;06.02.2017 06:31:00;06.02.2017 06:41:00;Employee;UR1632
confirm travel expense report;848;06.02.2017 06:41:00;06.02.2017 06:43:00;Employee;UR1632
decide on travel expense approval;848;06.02.2017 13:05:00;06.02.2017 13:07:00;Manager;CV4719
send original documents to archive;848;24.02.2017 13:30:00;24.02.2017 13:39:00;Employee;UR1632
calculate payments;848;10.03.2017 07:59:00;10.03.2017 08:25:00;Accounting;FQ3758
pay expenses;848;13.03.2017 10:00:00;13.03.2017 10:08:00;Accounting;FQ3758
check if expense documents exist;849;06.02.2017 05:59:00;06.02.2017 06:43:00;Employee;JB8510
upload travel expense documents;849;06.02.2017 06:43:00;06.02.2017 07:02:00;Employee;JB8510
file travel expense report;849;06.02.2017 07:02:00;06.02.2017 07:12:00;Employee;JB8510
confirm travel expense report;849;06.02.2017 07:12:00;06.02.2017 07:14:00;Employee;JB8510
decide on travel expense approval;849;06.02.2017 13:11:00;06.02.2017 13:14:00;Manager;MA6233
send request for travel expense correction;849;06.02.2017 13:14:00;06.02.2017 13:15:00;;
correct travel expense report;849;10.02.2017 09:25:00;10.02.2017 09:53:00;Employee;JB8510
decide on travel expense approval;849;10.02.2017 13:02:00;10.02.2017 13:06:00;Manager;MA6233
send request for travel expense correction;849;10.02.2017 13:06:00;10.02.2017 13:08:00;;
correct travel expense report;849;14.02.2017 05:59:00;14.02.2017 06:39:00;Employee;JB8510
decide on travel expense approval;849;14.02.2017 12:59:00;14.02.2017 13:05:00;Manager;MA6233
send original documents to archive;849;22.02.2017 07:09:00;22.02.2017 07:18:00;Employee;JB8510
calculate payments;849;08.03.2017 08:08:00;08.03.2017 08:52:00;Accounting;FI12
pay expenses;849;17.03.2017 08:13:00;17.03.2017 08:22:00;Accounting;FI12
check if expense documents exist;850;06.02.2017 05:59:00;06.02.2017 06:02:00;Employee;CO4896
upload travel expense documents;850;06.02.2017 06:02:00;06.02.2017 06:16:00;Employee;CO4896
file travel expense report;850;06.02.2017 06:16:00;06.02.2017 06:21:00;Employee;CO4896
confirm travel expense report;850;06.02.2017 06:21:00;06.02.2017 06:22:00;Employee;CO4896
decide on travel expense approval;850;06.02.2017 12:59:00;06.02.2017 13:02:00;Manager;YS1169
send original documents to archive;850;15.02.2017 21:25:00;15.02.2017 21:58:00;Employee;CO4896
calculate payments;850;06.03.2017 09:48:00;06.03.2017 09:59:00;Accounting;GU1789
pay expenses;850;14.03.2017 13:14:00;14.03.2017 13:21:00;Accounting;GU1789
check if expense documents exist;851;16.02.2017 05:59:00;16.02.2017 06:34:00;Employee;QJ1464
upload travel expense documents;851;16.02.2017 06:34:00;16.02.2017 06:47:00;Employee;QJ1464
file travel expense report;851;16.02.2017 06:47:00;16.02.2017 06:54:00;Employee;QJ1464
confirm travel expense report;851;16.02.2017 06:54:00;16.02.2017 06:55:00;Employee;QJ1464
decide on travel expense approval;851;16.02.2017 12:59:00;16.02.2017 13:06:00;Manager;IC4569
send request for travel expense correction;851;16.02.2017 13:06:00;16.02.2017 13:08:00;;
correct travel expense report;851;20.02.2017 05:59:00;20.02.2017 06:25:00;Employee;QJ1464
decide on travel expense approval;851;20.02.2017 12:59:00;20.02.2017 13:01:00;Manager;IC4569
send request for travel expense correction;851;20.02.2017 13:01:00;20.02.2017 13:02:00;;
correct travel expense report;851;24.02.2017 05:59:00;24.02.2017 06:58:00;Employee;QJ1464
decide on travel expense approval;851;24.02.2017 13:02:00;24.02.2017 13:04:00;Manager;IC4569
send request for travel expense correction;851;24.02.2017 13:04:00;24.02.2017 13:06:00;;
correct travel expense report;851;27.02.2017 05:59:00;27.02.2017 06:14:00;Employee;QJ1464
decide on travel expense approval;851;27.02.2017 13:00:00;27.02.2017 13:05:00;Manager;IC4569
send original documents to archive;851;14.03.2017 16:40:00;14.03.2017 16:46:00;Employee;QJ1464
calculate payments;851;15.03.2017 07:59:00;15.03.2017 08:56:00;Accounting;VA7847
pay expenses;851;27.03.2017 14:58:00;27.03.2017 16:06:00;Accounting;VA7847
check if expense documents exist;852;09.02.2017 20:38:00;09.02.2017 20:57:00;Employee;SA3676
upload travel expense documents;852;09.02.2017 20:57:00;09.02.2017 21:08:00;Employee;SA3676
file travel expense report;852;09.02.2017 21:08:00;09.02.2017 21:17:00;Employee;SA3676
confirm travel expense report;852;09.02.2017 21:17:00;09.02.2017 21:21:00;Employee;SA3676
decide on travel expense approval;852;10.02.2017 12:59:00;10.02.2017 13:03:00;Manager;JH852
send original documents to archive;852;14.02.2017 19:32:00;14.02.2017 19:43:00;Employee;SA3676
calculate payments;852;06.03.2017 08:17:00;06.03.2017 08:57:00;Accounting;GU1789
pay expenses;852;20.03.2017 09:05:00;20.03.2017 09:11:00;Accounting;GU1789
check if expense documents exist;853;14.02.2017 05:59:00;14.02.2017 06:52:00;Employee;OE3503
upload travel expense documents;853;14.02.2017 06:52:00;14.02.2017 07:08:00;Employee;OE3503
file travel expense report;853;14.02.2017 07:08:00;14.02.2017 07:12:00;Employee;OE3503
confirm travel expense report;853;14.02.2017 07:12:00;14.02.2017 07:13:00;Employee;OE3503
decide on travel expense approval;853;14.02.2017 12:59:00;14.02.2017 13:05:00;Manager;TF7102
send original documents to archive;853;27.02.2017 19:45:00;27.02.2017 20:46:00;Employee;OE3503
calculate payments;853;13.03.2017 10:12:00;13.03.2017 10:35:00;Accounting;WO40
pay expenses;853;21.03.2017 09:17:00;21.03.2017 09:25:00;Accounting;WO40
check if expense documents exist;854;18.01.2017 12:07:00;18.01.2017 12:21:00;Employee;BW9416
upload travel expense documents;854;18.01.2017 12:21:00;18.01.2017 12:31:00;Employee;BW9416
file travel expense report;854;18.01.2017 12:31:00;18.01.2017 12:40:00;Employee;BW9416
confirm travel expense report;854;18.01.2017 12:40:00;18.01.2017 12:41:00;Employee;BW9416
decide on travel expense approval;854;18.01.2017 13:02:00;18.01.2017 13:04:00;Manager;MV9004
send original documents to archive;854;23.01.2017 05:59:00;23.01.2017 06:28:00;Employee;BW9416
calculate payments;854;20.02.2017 09:50:00;20.02.2017 10:39:00;Accounting;JH2172
pay expenses;854;02.03.2017 08:14:00;02.03.2017 08:20:00;Accounting;JH2172
upload travel expense documents;855;02.01.2017 06:57:00;02.01.2017 07:15:00;Employee;YA1161
file travel expense report;855;02.01.2017 07:15:00;02.01.2017 07:21:00;Employee;YA1161
confirm travel expense report;855;02.01.2017 07:21:00;02.01.2017 07:22:00;Employee;YA1161
decide on travel expense approval;855;02.01.2017 13:10:00;02.01.2017 13:14:00;Manager;TF7102
send original documents to archive;855;17.01.2017 05:59:00;17.01.2017 06:05:00;Employee;YA1161
calculate payments;855;25.01.2017 08:07:00;25.01.2017 08:55:00;Accounting;GR7476
pay expenses;855;01.02.2017 11:12:00;01.02.2017 11:22:00;Accounting;GR7476
check if expense documents exist;856;08.02.2017 11:25:00;08.02.2017 11:50:00;Employee;GI4405
upload travel expense documents;856;08.02.2017 11:50:00;08.02.2017 12:02:00;Employee;GI4405
file travel expense report;856;08.02.2017 12:02:00;08.02.2017 12:23:00;Employee;GI4405
confirm travel expense report;856;08.02.2017 12:23:00;08.02.2017 12:23:00;Employee;GI4405
decide on travel expense approval;856;08.02.2017 12:59:00;08.02.2017 13:03:00;Manager;TF7102
send original documents to archive;856;21.02.2017 05:59:00;21.02.2017 06:29:00;Employee;GI4405
calculate payments;856;10.03.2017 15:18:00;10.03.2017 15:32:00;Accounting;WO40
pay expenses;856;27.03.2017 08:43:00;27.03.2017 09:53:00;Accounting;WO40
check if expense documents exist;857;16.02.2017 15:44:00;16.02.2017 16:50:00;Employee;IE1564
file travel expense report;857;16.02.2017 16:50:00;16.02.2017 16:55:00;Employee;IE1564
confirm travel expense report;857;16.02.2017 16:55:00;16.02.2017 16:57:00;Employee;IE1564
decide on travel expense approval;857;17.02.2017 12:59:00;17.02.2017 13:02:00;Manager;OX4346
send request for travel expense correction;857;17.02.2017 13:02:00;17.02.2017 13:03:00;;
correct travel expense report;857;24.02.2017 09:04:00;24.02.2017 09:48:00;Employee;IE1564
decide on travel expense approval;857;24.02.2017 13:03:00;24.02.2017 13:05:00;Manager;OX4346
send original documents to archive;857;08.03.2017 17:24:00;08.03.2017 17:54:00;Employee;IE1564
calculate payments;857;14.03.2017 07:59:00;14.03.2017 08:10:00;Accounting;GU1789
pay expenses;857;27.03.2017 08:40:00;27.03.2017 09:43:00;Accounting;GU1789
check if expense documents exist;858;27.01.2017 05:59:00;27.01.2017 06:29:00;Employee;CK7672
upload travel expense documents;858;27.01.2017 06:29:00;27.01.2017 06:40:00;Employee;CK7672
file travel expense report;858;27.01.2017 06:40:00;27.01.2017 06:43:00;Employee;CK7672
confirm travel expense report;858;27.01.2017 06:43:00;27.01.2017 06:44:00;Employee;CK7672
decide on travel expense approval;858;27.01.2017 12:59:00;27.01.2017 13:02:00;Manager;YS1169
send original documents to archive;858;10.02.2017 17:28:00;10.02.2017 18:10:00;Employee;CK7672
calculate payments;858;16.02.2017 11:36:00;16.02.2017 12:37:00;Accounting;JK6642
pay expenses;858;09.03.2017 08:08:00;09.03.2017 08:14:00;Accounting;JK6642
check if expense documents exist;859;27.02.2017 05:59:00;27.02.2017 06:28:00;Employee;QU838
upload travel expense documents;859;27.02.2017 06:28:00;27.02.2017 06:36:00;Employee;QU838
file travel expense report;859;27.02.2017 06:36:00;27.02.2017 06:42:00;Employee;QU838
confirm travel expense report;859;27.02.2017 06:42:00;27.02.2017 06:44:00;Employee;QU838
decide on travel expense approval;859;27.02.2017 13:05:00;27.02.2017 13:07:00;Manager;OX4346
send request for travel expense correction;859;27.02.2017 13:07:00;27.02.2017 13:08:00;;
correct travel expense report;859;02.03.2017 12:19:00;02.03.2017 13:10:00;Employee;QU838
decide on travel expense approval;859;02.03.2017 13:10:00;02.03.2017 13:14:00;Manager;OX4346
send original documents to archive;859;21.03.2017 05:59:00;21.03.2017 06:07:00;Employee;QU838
calculate payments;859;27.03.2017 09:08:00;27.03.2017 10:30:00;Accounting;JK6642
pay expenses;859;31.03.2017 14:00:00;31.03.2017 14:06:00;Accounting;JK6642
check if expense documents exist;860;11.01.2017 15:37:00;11.01.2017 16:28:00;Employee;NA4675
upload travel expense documents;860;11.01.2017 16:28:00;11.01.2017 16:33:00;Employee;NA4675
file travel expense report;860;11.01.2017 16:33:00;11.01.2017 16:41:00;Employee;NA4675
confirm travel expense report;860;11.01.2017 16:41:00;11.01.2017 16:44:00;Employee;NA4675
decide on travel expense approval;860;12.01.2017 12:59:00;12.01.2017 13:01:00;Manager;MV9004
send original documents to archive;860;23.01.2017 05:59:00;23.01.2017 06:32:00;Employee;NA4675
calculate payments;860;06.02.2017 09:00:00;06.02.2017 09:27:00;Accounting;GR7476
pay expenses;860;10.02.2017 10:50:00;10.02.2017 10:57:00;Accounting;GR7476
check if expense documents exist;861;11.01.2017 05:59:00;11.01.2017 06:04:00;Employee;JD1610
upload travel expense documents;861;11.01.2017 06:04:00;11.01.2017 06:12:00;Employee;JD1610
file travel expense report;861;11.01.2017 06:12:00;11.01.2017 06:26:00;Employee;JD1610
confirm travel expense report;861;11.01.2017 06:26:00;11.01.2017 06:27:00;Employee;JD1610
decide on travel expense approval;861;11.01.2017 12:59:00;11.01.2017 13:00:00;Manager;DY1868
send original documents to archive;861;26.01.2017 05:59:00;26.01.2017 06:09:00;Employee;JD1610
calculate payments;861;30.01.2017 09:15:00;30.01.2017 09:45:00;Accounting;WE5108
pay expenses;861;06.02.2017 07:59:00;06.02.2017 08:12:00;Accounting;WE5108
send original documents to archive;862;07.01.2017 16:54:00;11.01.2017 19:08:00;Employee;LN6622
calculate payments;862;08.01.2017 09:01:00;12.01.2017 12:09:00;Accounting;FQ3758
pay expenses;862;25.01.2017 08:05:00;25.01.2017 08:13:00;Accounting;FQ3758
check if expense documents exist;863;09.01.2017 05:59:00;09.01.2017 06:54:00;Employee;TN6651
file travel expense report;863;09.01.2017 06:54:00;09.01.2017 07:15:00;Employee;TN6651
confirm travel expense report;863;09.01.2017 07:15:00;09.01.2017 07:16:00;Employee;TN6651
decide on travel expense approval;863;09.01.2017 13:07:00;09.01.2017 13:09:00;Manager;MV9004
send original documents to archive;863;16.01.2017 05:59:00;16.01.2017 06:14:00;Employee;TN6651
calculate payments;863;01.02.2017 07:59:00;01.02.2017 08:18:00;Accounting;WO40
pay expenses;863;10.02.2017 07:59:00;10.02.2017 08:12:00;Accounting;WO40
check if expense documents exist;864;09.01.2017 05:59:00;09.01.2017 06:44:00;Employee;AK7488
file travel expense report;864;09.01.2017 06:44:00;09.01.2017 06:55:00;Employee;AK7488
confirm travel expense report;864;09.01.2017 06:55:00;09.01.2017 06:58:00;Employee;AK7488
decide on travel expense approval;864;09.01.2017 13:04:00;09.01.2017 13:08:00;Manager;CN787
send original documents to archive;864;23.01.2017 05:59:00;23.01.2017 06:03:00;Employee;AK7488
calculate payments;864;13.02.2017 09:19:00;13.02.2017 10:04:00;Accounting;FI12
pay expenses;864;17.02.2017 15:30:00;17.02.2017 15:39:00;Accounting;FI12
file travel expense report;865;05.01.2017 06:46:00;05.01.2017 06:54:00;Employee;KC5963
confirm travel expense report;865;05.01.2017 06:54:00;05.01.2017 06:57:00;Employee;KC5963
decide on travel expense approval;865;05.01.2017 12:59:00;05.01.2017 13:03:00;Manager;YS1169
send original documents to archive;865;17.01.2017 12:55:00;17.01.2017 13:06:00;Employee;KC5963
calculate payments;865;30.01.2017 08:49:00;30.01.2017 09:49:00;Accounting;WE5108
pay expenses;865;20.02.2017 07:59:00;20.02.2017 08:08:00;Accounting;WE5108
file travel expense report;866;02.01.2017 08:49:00;02.01.2017 08:58:00;Employee;OC6322
confirm travel expense report;866;02.01.2017 08:58:00;02.01.2017 08:59:00;Employee;OC6322
decide on travel expense approval;866;02.01.2017 13:10:00;02.01.2017 13:15:00;Manager;LV1269
send original documents to archive;866;10.01.2017 14:57:00;10.01.2017 15:11:00;Employee;OC6322
calculate payments;866;02.02.2017 08:10:00;02.02.2017 08:25:00;Accounting;GR7476
pay expenses;866;06.02.2017 09:54:00;06.02.2017 09:58:00;Accounting;GR7476
check if expense documents exist;867;22.02.2017 05:59:00;22.02.2017 06:15:00;Employee;EC1664
file travel expense report;867;22.02.2017 06:15:00;22.02.2017 06:24:00;Employee;EC1664
confirm travel expense report;867;22.02.2017 06:24:00;22.02.2017 06:27:00;Employee;EC1664
decide on travel expense approval;867;22.02.2017 12:59:00;22.02.2017 13:01:00;Manager;MA6233
send original documents to archive;867;28.02.2017 07:01:00;28.02.2017 07:15:00;Employee;EC1664
calculate payments;867;10.03.2017 07:59:00;10.03.2017 08:25:00;Accounting;FI12
pay expenses;867;14.03.2017 08:18:00;14.03.2017 08:24:00;Accounting;FI12
check if expense documents exist;868;13.03.2017 05:59:00;13.03.2017 06:43:00;Employee;ON7890
file travel expense report;868;13.03.2017 06:43:00;13.03.2017 06:47:00;Employee;ON7890
confirm travel expense report;868;13.03.2017 06:47:00;13.03.2017 06:50:00;Employee;ON7890
decide on travel expense approval;868;13.03.2017 13:05:00;13.03.2017 13:11:00;Manager;MV9004
send request for travel expense correction;868;13.03.2017 13:11:00;13.03.2017 13:12:00;;
correct travel expense report;868;20.03.2017 05:59:00;20.03.2017 06:36:00;Employee;ON7890
decide on travel expense approval;868;20.03.2017 13:02:00;20.03.2017 13:08:00;Manager;MV9004
send original documents to archive;868;23.03.2017 05:59:00;23.03.2017 06:03:00;Employee;ON7890
calculate payments;868;05.04.2017 08:45:00;05.04.2017 09:58:00;Accounting;WO40
pay expenses;868;14.04.2017 09:05:00;14.04.2017 09:11:00;Accounting;WO40
check if expense documents exist;869;17.02.2017 09:31:00;17.02.2017 10:06:00;Employee;OD3807
file travel expense report;869;17.02.2017 10:06:00;17.02.2017 10:16:00;Employee;OD3807
confirm travel expense report;869;17.02.2017 10:16:00;17.02.2017 10:18:00;Employee;OD3807
decide on travel expense approval;869;17.02.2017 13:03:00;17.02.2017 13:07:00;Manager;MV9004
send request for travel expense correction;869;17.02.2017 13:07:00;17.02.2017 13:08:00;;
correct travel expense report;869;24.02.2017 15:10:00;24.02.2017 16:40:00;Employee;OD3807
decide on travel expense approval;869;27.02.2017 12:59:00;27.02.2017 13:02:00;Manager;MV9004
send original documents to archive;869;13.03.2017 21:18:00;13.03.2017 21:35:00;Employee;OD3807
calculate payments;869;27.03.2017 08:39:00;27.03.2017 10:05:00;Accounting;VA7847
pay expenses;869;17.04.2017 09:22:00;17.04.2017 09:31:00;Accounting;VA7847
check if expense documents exist;870;17.01.2017 05:59:00;17.01.2017 06:30:00;Employee;DL9070
upload travel expense documents;870;17.01.2017 06:30:00;17.01.2017 06:35:00;Employee;DL9070
file travel expense report;870;17.01.2017 06:35:00;17.01.2017 06:44:00;Employee;DL9070
confirm travel expense report;870;17.01.2017 06:44:00;17.01.2017 06:45:00;Employee;DL9070
decide on travel expense approval;870;17.01.2017 12:59:00;17.01.2017 13:05:00;Manager;MU7591
send original documents to archive;870;23.01.2017 05:59:00;23.01.2017 06:59:00;Employee;DL9070
calculate payments;870;01.02.2017 07:59:00;01.02.2017 08:34:00;Accounting;VA7847
pay expenses;870;16.02.2017 10:02:00;16.02.2017 10:12:00;Accounting;VA7847
check if expense documents exist;872;23.01.2017 05:59:00;23.01.2017 06:23:00;Employee;KV9879
upload travel expense documents;872;23.01.2017 06:23:00;23.01.2017 06:40:00;Employee;KV9879
file travel expense report;872;23.01.2017 06:40:00;23.01.2017 06:56:00;Employee;KV9879
confirm travel expense report;872;23.01.2017 06:56:00;23.01.2017 06:58:00;Employee;KV9879
decide on travel expense approval;872;23.01.2017 13:04:00;23.01.2017 13:07:00;Manager;IC4569
send original documents to archive;872;30.01.2017 05:59:00;30.01.2017 06:38:00;Employee;KV9879
calculate payments;872;20.02.2017 09:02:00;20.02.2017 09:40:00;Accounting;VA7847
pay expenses;872;06.03.2017 09:33:00;06.03.2017 09:36:00;Accounting;VA7847
check if expense documents exist;873;20.02.2017 05:59:00;20.02.2017 06:40:00;Employee;HE6617
upload travel expense documents;873;20.02.2017 06:40:00;20.02.2017 06:51:00;Employee;HE6617
file travel expense report;873;20.02.2017 06:51:00;20.02.2017 07:03:00;Employee;HE6617
confirm travel expense report;873;20.02.2017 07:03:00;20.02.2017 07:04:00;Employee;HE6617
decide on travel expense approval;873;20.02.2017 13:06:00;20.02.2017 13:07:00;Manager;MA6233
send request for travel expense correction;873;20.02.2017 13:07:00;20.02.2017 13:08:00;;
correct travel expense report;873;27.02.2017 05:59:00;27.02.2017 06:45:00;Employee;HE6617
decide on travel expense approval;873;27.02.2017 13:06:00;27.02.2017 13:09:00;Manager;MA6233
send original documents to archive;873;17.03.2017 15:16:00;17.03.2017 15:27:00;Employee;HE6617
calculate payments;873;24.03.2017 10:47:00;24.03.2017 11:48:00;Accounting;CX8911
pay expenses;873;13.04.2017 07:59:00;13.04.2017 09:03:00;Accounting;CX8911
check if expense documents exist;874;15.02.2017 05:59:00;15.02.2017 06:40:00;Employee;AC7066
file travel expense report;874;15.02.2017 06:40:00;15.02.2017 06:54:00;Employee;AC7066
confirm travel expense report;874;15.02.2017 06:54:00;15.02.2017 06:54:00;Employee;AC7066
decide on travel expense approval;874;15.02.2017 12:59:00;15.02.2017 13:03:00;Manager;TF7102
send original documents to archive;874;21.02.2017 16:44:00;21.02.2017 16:56:00;Employee;AC7066
calculate payments;874;20.03.2017 11:56:00;20.03.2017 12:48:00;Accounting;JK6642
pay expenses;874;30.03.2017 07:59:00;30.03.2017 09:06:00;Accounting;JK6642
send original documents to archive;875;08.01.2017 03:52:00;09.01.2017 06:17:00;Employee;OX4346
calculate payments;875;22.01.2017 09:00:00;23.01.2017 11:50:00;Accounting;VA7847
pay expenses;875;01.02.2017 08:18:00;01.02.2017 08:24:00;Accounting;VA7847
calculate payments;876;02.01.2017 05:48:00;10.01.2017 08:59:00;Accounting;CX8911
send original documents to archive;876;03.01.2017 11:22:00;11.01.2017 14:11:00;Employee;YO3805
pay expenses;876;30.01.2017 09:00:00;30.01.2017 09:05:00;Accounting;CX8911
check if expense documents exist;877;19.01.2017 12:06:00;19.01.2017 13:05:00;Employee;MU7591
upload travel expense documents;877;19.01.2017 13:05:00;19.01.2017 13:14:00;Employee;MU7591
file travel expense report;877;19.01.2017 13:14:00;19.01.2017 13:27:00;Employee;MU7591
confirm travel expense report;877;19.01.2017 13:27:00;19.01.2017 13:28:00;Employee;MU7591
decide on travel expense approval;877;19.01.2017 13:28:00;19.01.2017 13:31:00;Manager;HK6824
send original documents to archive;877;07.02.2017 16:13:00;07.02.2017 16:26:00;Employee;MU7591
calculate payments;877;27.02.2017 08:54:00;27.02.2017 09:16:00;Accounting;FI12
pay expenses;877;13.03.2017 09:30:00;13.03.2017 09:35:00;Accounting;FI12
check if expense documents exist;878;08.02.2017 11:41:00;08.02.2017 12:12:00;Employee;NL5095
file travel expense report;878;08.02.2017 12:12:00;08.02.2017 12:25:00;Employee;NL5095
confirm travel expense report;878;08.02.2017 12:25:00;08.02.2017 12:26:00;Employee;NL5095
decide on travel expense approval;878;08.02.2017 12:59:00;08.02.2017 13:00:00;Manager;MA6233
send original documents to archive;878;16.02.2017 19:58:00;16.02.2017 20:30:00;Employee;NL5095
calculate payments;878;09.03.2017 07:59:00;09.03.2017 08:20:00;Accounting;JH2172
pay expenses;878;16.03.2017 07:59:00;16.03.2017 08:06:00;Accounting;JH2172
check if expense documents exist;879;17.01.2017 17:31:00;17.01.2017 17:51:00;Employee;XF4782
upload travel expense documents;879;17.01.2017 17:51:00;17.01.2017 18:03:00;Employee;XF4782
file travel expense report;879;17.01.2017 18:03:00;17.01.2017 18:17:00;Employee;XF4782
confirm travel expense report;879;17.01.2017 18:17:00;17.01.2017 18:18:00;Employee;XF4782
decide on travel expense approval;879;18.01.2017 12:59:00;18.01.2017 13:05:00;Manager;MA6233
send request for travel expense correction;879;18.01.2017 13:05:00;18.01.2017 13:05:00;;
correct travel expense report;879;19.01.2017 05:59:00;19.01.2017 07:03:00;Employee;XF4782
decide on travel expense approval;879;19.01.2017 13:01:00;19.01.2017 13:07:00;Manager;MA6233
send request for travel expense correction;879;19.01.2017 13:07:00;19.01.2017 13:08:00;;
correct travel expense report;879;23.01.2017 21:13:00;23.01.2017 21:47:00;Employee;XF4782
decide on travel expense approval;879;24.01.2017 12:59:00;24.01.2017 13:06:00;Manager;MA6233
send request for travel expense correction;879;24.01.2017 13:06:00;24.01.2017 13:06:00;;
correct travel expense report;879;25.01.2017 18:56:00;25.01.2017 19:14:00;Employee;XF4782
decide on travel expense approval;879;26.01.2017 12:59:00;26.01.2017 13:01:00;Manager;MA6233
send original documents to archive;879;26.01.2017 21:35:00;26.01.2017 21:48:00;Employee;XF4782
calculate payments;879;06.03.2017 09:52:00;06.03.2017 10:51:00;Accounting;VA7847
pay expenses;879;13.03.2017 10:14:00;13.03.2017 10:23:00;Accounting;VA7847
check if expense documents exist;880;17.01.2017 15:19:00;17.01.2017 15:36:00;Employee;LP6317
upload travel expense documents;880;17.01.2017 15:36:00;17.01.2017 15:56:00;Employee;LP6317
file travel expense report;880;17.01.2017 15:56:00;17.01.2017 16:06:00;Employee;LP6317
confirm travel expense report;880;17.01.2017 16:06:00;17.01.2017 16:09:00;Employee;LP6317
decide on travel expense approval;880;18.01.2017 12:59:00;18.01.2017 13:06:00;Manager;AK7488
send request for travel expense correction;880;18.01.2017 13:06:00;18.01.2017 13:08:00;;
correct travel expense report;880;25.01.2017 17:22:00;25.01.2017 17:46:00;Employee;LP6317
decide on travel expense approval;880;26.01.2017 12:59:00;26.01.2017 13:01:00;Manager;AK7488
send original documents to archive;880;30.01.2017 10:13:00;30.01.2017 10:31:00;Employee;LP6317
calculate payments;880;14.02.2017 10:30:00;14.02.2017 11:12:00;Accounting;VA7847
pay expenses;880;22.02.2017 07:59:00;22.02.2017 08:11:00;Accounting;VA7847
pay expenses;881;23.01.2017 08:50:00;23.01.2017 09:00:00;Accounting;FI12
check if expense documents exist;882;13.02.2017 05:59:00;13.02.2017 07:02:00;Employee;UX8598
file travel expense report;882;13.02.2017 07:02:00;13.02.2017 07:05:00;Employee;UX8598
confirm travel expense report;882;13.02.2017 07:05:00;13.02.2017 07:06:00;Employee;UX8598
decide on travel expense approval;882;13.02.2017 13:10:00;13.02.2017 13:12:00;Manager;MV9004
send original documents to archive;882;23.02.2017 19:28:00;23.02.2017 20:11:00;Employee;UX8598
calculate payments;882;07.03.2017 08:22:00;07.03.2017 08:39:00;Accounting;JH2172
pay expenses;882;15.03.2017 08:44:00;15.03.2017 08:53:00;Accounting;JH2172
check if expense documents exist;883;06.03.2017 05:59:00;06.03.2017 06:07:00;Employee;OV475
upload travel expense documents;883;06.03.2017 06:07:00;06.03.2017 06:23:00;Employee;OV475
file travel expense report;883;06.03.2017 06:23:00;06.03.2017 06:30:00;Employee;OV475
confirm travel expense report;883;06.03.2017 06:30:00;06.03.2017 06:34:00;Employee;OV475
decide on travel expense approval;883;06.03.2017 13:02:00;06.03.2017 13:04:00;Manager;MA6233
send request for travel expense correction;883;06.03.2017 13:04:00;06.03.2017 13:04:00;;
correct travel expense report;883;08.03.2017 05:59:00;08.03.2017 06:27:00;Employee;OV475
decide on travel expense approval;883;08.03.2017 12:59:00;08.03.2017 13:04:00;Manager;MA6233
send original documents to archive;883;23.03.2017 17:13:00;23.03.2017 17:20:00;Employee;OV475
calculate payments;883;06.04.2017 08:24:00;06.04.2017 10:23:00;Accounting;VA7847
pay expenses;883;18.04.2017 08:59:00;18.04.2017 09:04:00;Accounting;VA7847
check if expense documents exist;884;17.02.2017 13:32:00;17.02.2017 13:41:00;Employee;SE4457
upload travel expense documents;884;17.02.2017 13:41:00;17.02.2017 13:53:00;Employee;SE4457
file travel expense report;884;17.02.2017 13:53:00;17.02.2017 13:59:00;Employee;SE4457
confirm travel expense report;884;17.02.2017 13:59:00;17.02.2017 14:00:00;Employee;SE4457
decide on travel expense approval;884;20.02.2017 12:59:00;20.02.2017 13:00:00;Manager;LV1269
send original documents to archive;884;27.02.2017 05:59:00;27.02.2017 06:53:00;Employee;SE4457
calculate payments;884;28.03.2017 07:59:00;28.03.2017 09:38:00;Accounting;JK6642
pay expenses;884;03.04.2017 09:05:00;03.04.2017 09:17:00;Accounting;JK6642
check if expense documents exist;885;23.01.2017 05:59:00;23.01.2017 06:54:00;Employee;NL5095
upload travel expense documents;885;23.01.2017 06:54:00;23.01.2017 07:09:00;Employee;NL5095
file travel expense report;885;23.01.2017 07:09:00;23.01.2017 07:26:00;Employee;NL5095
confirm travel expense report;885;23.01.2017 07:26:00;23.01.2017 07:27:00;Employee;NL5095
decide on travel expense approval;885;23.01.2017 13:06:00;23.01.2017 13:11:00;Manager;MA6233
send request for travel expense correction;885;23.01.2017 13:11:00;23.01.2017 13:13:00;;
correct travel expense report;885;27.01.2017 05:59:00;27.01.2017 07:07:00;Employee;NL5095
decide on travel expense approval;885;27.01.2017 13:00:00;27.01.2017 13:03:00;Manager;MA6233
