activity;case;start;end
send request for travel expense correction;2948;28.08.2017 14:13;28.08.2017 14:13
correct travel expense report;2948;04.09.2017 06:59;04.09.2017 07:09
decide on travel expense approval;2948;04.09.2017 13:59;04.09.2017 14:04
send original documents to archive;2948;11.09.2017 08:16;11.09.2017 08:24
calculate payments;2948;09.10.2017 09:35;09.10.2017 10:00
pay expenses;2948;23.10.2017 09:36;23.10.2017 09:40
file travel request;2949;03.04.2017 22:26;03.04.2017 22:28
check if travel request needs preliminary price inquiry;2949;03.04.2017 22:28;03.04.2017 22:29
decide on approval requirements;2949;03.04.2017 22:29;03.04.2017 22:30
check if booking is necessary;2949;11.04.2017 11:59;11.04.2017 12:04
prepare booking proposal;2949;18.04.2017 15:40;18.04.2017 16:47
send booking proposal to employee;2949;26.04.2017 12:08;26.04.2017 12:11
check booking proposal;2949;26.04.2017 13:00;26.04.2017 13:03
book travel;2949;04.05.2017 11:32;04.05.2017 14:05
check if expense documents exist;2949;19.06.2017 06:59;19.06.2017 07:06
file travel expense report;2949;19.06.2017 07:06;19.06.2017 07:24
confirm travel expense report;2949;19.06.2017 07:24;19.06.2017 07:27
decide on travel expense approval;2949;19.06.2017 14:00;19.06.2017 14:06
send original documents to archive;2949;03.07.2017 06:59;03.07.2017 07:56
calculate payments;2949;14.07.2017 08:59;14.07.2017 09:46
pay expenses;2949;18.07.2017 08:59;18.07.2017 09:03
file travel request;2950;04.04.2017 06:59;04.04.2017 07:11
check if travel request needs preliminary price inquiry;2950;04.04.2017 07:11;04.04.2017 07:12
decide on approval requirements;2950;04.04.2017 07:12;04.04.2017 07:13
check if booking is necessary;2950;11.04.2017 12:39;11.04.2017 12:41
prepare booking proposal;2950;18.04.2017 16:08;18.04.2017 17:43
send booking proposal to employee;2950;26.04.2017 13:41;26.04.2017 13:42
check booking proposal;2950;26.04.2017 15:44;26.04.2017 15:54
book travel;2950;04.05.2017 15:13;04.05.2017 16:43
check if expense documents exist;2950;19.05.2017 06:59;19.05.2017 07:42
upload travel expense documents;2950;19.05.2017 07:42;19.05.2017 07:47
file travel expense report;2950;19.05.2017 07:47;19.05.2017 08:02
confirm travel expense report;2950;19.05.2017 08:02;19.05.2017 08:05
decide on travel expense approval;2950;19.05.2017 14:01;19.05.2017 14:03
send original documents to archive;2950;05.06.2017 06:59;05.06.2017 07:23
calculate payments;2950;19.06.2017 11:20;19.06.2017 11:59
pay expenses;2950;03.07.2017 10:29;03.07.2017 10:33
file travel request;2951;04.04.2017 06:59;04.04.2017 07:26
check if travel request needs preliminary price inquiry;2951;04.04.2017 07:26;04.04.2017 07:27
prepare booking proposal;2951;11.04.2017 12:51;11.04.2017 13:46
send booking proposal to employee;2951;18.04.2017 16:51;18.04.2017 16:55
check booking proposal;2951;18.04.2017 18:57;18.04.2017 19:04
transform price inquiry to travel request;2951;18.04.2017 19:09;18.04.2017 19:09
decide on approval requirements;2951;18.04.2017 19:09;18.04.2017 19:10
check if booking is necessary;2951;26.04.2017 13:48;26.04.2017 13:56
prepare booking proposal;2951;04.05.2017 12:03;04.05.2017 13:48
send booking proposal to employee;2951;12.05.2017 08:59;12.05.2017 09:02
check booking proposal;2951;12.05.2017 09:47;12.05.2017 09:51
book travel;2951;19.05.2017 14:30;19.05.2017 17:52
check if expense documents exist;2951;01.06.2017 07:00;01.06.2017 07:16
upload travel expense documents;2951;01.06.2017 07:16;01.06.2017 07:30
file travel expense report;2951;01.06.2017 07:30;01.06.2017 07:35
confirm travel expense report;2951;01.06.2017 07:35;01.06.2017 07:36
decide on travel expense approval;2951;01.06.2017 13:59;01.06.2017 14:02
send original documents to archive;2951;05.06.2017 06:59;05.06.2017 07:34
calculate payments;2951;20.06.2017 11:01;20.06.2017 11:36
pay expenses;2951;12.07.2017 09:47;12.07.2017 09:53
file travel request;2952;04.04.2017 06:59;04.04.2017 07:20
check if travel request needs preliminary price inquiry;2952;04.04.2017 07:20;04.04.2017 07:20
decide on approval requirements;2952;04.04.2017 07:20;04.04.2017 07:22
check if booking is necessary;2952;11.04.2017 12:41;11.04.2017 12:48
prepare booking proposal;2952;18.04.2017 16:15;18.04.2017 18:00
send booking proposal to employee;2952;26.04.2017 13:47;26.04.2017 13:48
check booking proposal;2952;26.04.2017 19:16;26.04.2017 19:25
check if travel request is still needed and up to date;2952;01.05.2017 06:59;01.05.2017 07:23
request update of the booking proposal;2952;01.05.2017 07:23;01.05.2017 07:24
prepare booking proposal;2952;08.05.2017 13:27;08.05.2017 14:18
send booking proposal to employee;2952;16.05.2017 10:30;16.05.2017 10:32
check booking proposal;2952;16.05.2017 14:37;16.05.2017 14:40
book travel;2952;24.05.2017 15:36;24.05.2017 15:52
check if expense documents exist;2952;07.06.2017 09:08;07.06.2017 09:56
upload travel expense documents;2952;07.06.2017 09:56;07.06.2017 10:03
file travel expense report;2952;07.06.2017 10:03;07.06.2017 10:06
confirm travel expense report;2952;07.06.2017 10:06;07.06.2017 10:06
decide on travel expense approval;2952;07.06.2017 14:01;07.06.2017 14:08
send request for travel expense correction;2952;07.06.2017 14:08;07.06.2017 14:09
correct travel expense report;2952;13.06.2017 09:23;13.06.2017 09:39
decide on travel expense approval;2952;13.06.2017 14:00;13.06.2017 14:01
send request for travel expense correction;2952;13.06.2017 14:01;13.06.2017 14:01
correct travel expense report;2952;22.06.2017 12:38;22.06.2017 13:20
decide on travel expense approval;2952;22.06.2017 14:03;22.06.2017 14:08
send original documents to archive;2952;03.07.2017 15:21;03.07.2017 15:45
calculate payments;2952;12.07.2017 09:51;12.07.2017 10:18
pay expenses;2952;24.07.2017 12:39;24.07.2017 12:52
file travel request;2953;04.04.2017 06:59;04.04.2017 07:22
check if travel request needs preliminary price inquiry;2953;04.04.2017 07:22;04.04.2017 07:24
decide on approval requirements;2953;04.04.2017 07:24;04.04.2017 07:25
check if booking is necessary;2953;11.04.2017 12:48;11.04.2017 12:51
prepare booking proposal;2953;18.04.2017 16:34;18.04.2017 18:00
send booking proposal to employee;2953;26.04.2017 13:42;26.04.2017 13:47
check booking proposal;2953;26.04.2017 16:34;26.04.2017 16:38
book travel;2953;04.05.2017 16:06;04.05.2017 17:01
check if expense documents exist;2953;12.06.2017 16:27;12.06.2017 17:04
upload travel expense documents;2953;12.06.2017 17:04;12.06.2017 17:20
file travel expense report;2953;12.06.2017 17:20;12.06.2017 17:30
confirm travel expense report;2953;12.06.2017 17:30;12.06.2017 17:31
decide on travel expense approval;2953;13.06.2017 13:59;13.06.2017 14:00
send request for travel expense correction;2953;13.06.2017 14:00;13.06.2017 14:02
correct travel expense report;2953;19.06.2017 06:59;19.06.2017 08:15
decide on travel expense approval;2953;19.06.2017 14:09;19.06.2017 14:13
send original documents to archive;2953;10.07.2017 06:59;10.07.2017 07:17
calculate payments;2953;14.07.2017 11:19;14.07.2017 12:14
pay expenses;2953;04.08.2017 09:08;04.08.2017 09:18
file travel request;2954;04.04.2017 06:59;04.04.2017 07:09
check if travel request needs preliminary price inquiry;2954;04.04.2017 07:09;04.04.2017 07:10
decide on approval requirements;2954;04.04.2017 07:10;04.04.2017 07:11
check if booking is necessary;2954;11.04.2017 12:04;11.04.2017 12:09
prepare booking proposal;2954;18.04.2017 16:01;18.04.2017 17:09
send booking proposal to employee;2954;26.04.2017 13:06;26.04.2017 13:07
check booking proposal;2954;26.04.2017 13:42;26.04.2017 13:52
book travel;2954;04.05.2017 12:02;04.05.2017 12:20
check if expense documents exist;2954;05.07.2017 13:38;05.07.2017 14:11
file travel expense report;2954;05.07.2017 14:11;05.07.2017 14:25
confirm travel expense report;2954;05.07.2017 14:25;05.07.2017 14:28
decide on travel expense approval;2954;05.07.2017 14:28;05.07.2017 14:31
send request for travel expense correction;2954;05.07.2017 14:31;05.07.2017 14:32
correct travel expense report;2954;07.07.2017 17:13;07.07.2017 17:34
decide on travel expense approval;2954;10.07.2017 13:59;10.07.2017 14:06
send original documents to archive;2954;17.07.2017 06:59;17.07.2017 07:31
calculate payments;2954;04.08.2017 09:12;04.08.2017 09:38
pay expenses;2954;14.08.2017 09:30;14.08.2017 09:37
file travel request;2955;04.04.2017 07:27;04.04.2017 07:41
check if travel request needs preliminary price inquiry;2955;04.04.2017 07:41;04.04.2017 07:41
decide on approval requirements;2955;04.04.2017 07:41;04.04.2017 07:42
check if booking is necessary;2955;11.04.2017 13:15;11.04.2017 13:20
check if expense documents exist;2955;01.05.2017 20:40;01.05.2017 20:54
upload travel expense documents;2955;01.05.2017 20:54;01.05.2017 21:16
file travel expense report;2955;01.05.2017 21:16;01.05.2017 21:32
confirm travel expense report;2955;01.05.2017 21:32;01.05.2017 21:36
decide on travel expense approval;2955;02.05.2017 13:59;02.05.2017 14:02
send original documents to archive;2955;15.05.2017 06:59;15.05.2017 07:04
calculate payments;2955;19.05.2017 08:59;19.05.2017 09:59
pay expenses;2955;30.05.2017 08:59;30.05.2017 09:09
file travel request;2956;04.04.2017 08:58;04.04.2017 09:08
check if travel request needs preliminary price inquiry;2956;04.04.2017 09:08;04.04.2017 09:08
prepare booking proposal;2956;11.04.2017 13:46;11.04.2017 14:25
send booking proposal to employee;2956;19.04.2017 08:59;19.04.2017 09:05
check booking proposal;2956;19.04.2017 09:34;19.04.2017 09:36
transform price inquiry to travel request;2956;19.04.2017 09:42;19.04.2017 09:42
decide on approval requirements;2956;19.04.2017 09:42;19.04.2017 09:43
check if booking is necessary;2956;26.04.2017 15:27;26.04.2017 15:33
check if expense documents exist;2956;12.06.2017 06:59;12.06.2017 07:06
upload travel expense documents;2956;12.06.2017 07:06;12.06.2017 07:22
file travel expense report;2956;12.06.2017 07:22;12.06.2017 07:36
confirm travel expense report;2956;12.06.2017 07:36;12.06.2017 07:39
decide on travel expense approval;2956;12.06.2017 14:01;12.06.2017 14:05
send original documents to archive;2956;29.06.2017 21:11;29.06.2017 21:35
calculate payments;2956;12.07.2017 08:59;12.07.2017 09:58
pay expenses;2956;26.07.2017 09:28;26.07.2017 09:34
file travel request;2957;04.04.2017 10:19;04.04.2017 10:28
check if travel request needs preliminary price inquiry;2957;04.04.2017 10:28;04.04.2017 10:29
prepare booking proposal;2957;11.04.2017 16:20;11.04.2017 17:07
send booking proposal to employee;2957;19.04.2017 09:10;19.04.2017 09:13
check booking proposal;2957;19.04.2017 10:01;19.04.2017 10:04
transform price inquiry to travel request;2957;19.04.2017 10:17;19.04.2017 10:17
decide on approval requirements;2957;19.04.2017 10:17;19.04.2017 10:19
check if booking is necessary;2957;26.04.2017 15:46;26.04.2017 15:47
prepare booking proposal;2957;04.05.2017 14:46;04.05.2017 15:45
send booking proposal to employee;2957;12.05.2017 09:14;12.05.2017 09:17
check booking proposal;2957;12.05.2017 12:13;12.05.2017 12:17
book travel;2957;22.05.2017 08:59;22.05.2017 11:02
check if expense documents exist;2957;23.06.2017 06:59;23.06.2017 07:19
upload travel expense documents;2957;23.06.2017 07:19;23.06.2017 07:26
file travel expense report;2957;23.06.2017 07:26;23.06.2017 07:30
confirm travel expense report;2957;23.06.2017 07:30;23.06.2017 07:33
decide on travel expense approval;2957;23.06.2017 14:00;23.06.2017 14:05
send original documents to archive;2957;12.07.2017 14:13;12.07.2017 14:19
calculate payments;2957;19.07.2017 08:59;19.07.2017 09:58
pay expenses;2957;24.07.2017 08:59;24.07.2017 09:06
file travel request;2958;04.04.2017 12:02;04.04.2017 12:17
check if travel request needs preliminary price inquiry;2958;04.04.2017 12:17;04.04.2017 12:18
decide on approval requirements;2958;04.04.2017 12:18;04.04.2017 12:18
check if booking is necessary;2958;12.04.2017 08:59;12.04.2017 09:04
prepare booking proposal;2958;19.04.2017 10:50;19.04.2017 12:09
send booking proposal to employee;2958;27.04.2017 08:59;27.04.2017 09:03
check booking proposal;2958;27.04.2017 10:23;27.04.2017 10:27
book travel;2958;05.05.2017 10:45;05.05.2017 12:55
check if expense documents exist;2958;26.06.2017 06:59;26.06.2017 07:49
upload travel expense documents;2958;26.06.2017 07:49;26.06.2017 08:00
file travel expense report;2958;26.06.2017 08:00;26.06.2017 08:11
confirm travel expense report;2958;26.06.2017 08:11;26.06.2017 08:14
decide on travel expense approval;2958;26.06.2017 14:12;26.06.2017 14:16
send original documents to archive;2958;17.07.2017 06:59;17.07.2017 07:25
calculate payments;2958;18.07.2017 09:23;18.07.2017 09:59
pay expenses;2958;26.07.2017 10:21;26.07.2017 10:25
file travel request;2959;04.04.2017 13:18;04.04.2017 13:24
decide on request;2959;04.04.2017 13:19;04.04.2017 13:23
check if travel request needs preliminary price inquiry;2959;04.04.2017 13:24;04.04.2017 13:26
decide on approval requirements;2959;04.04.2017 13:26;04.04.2017 13:27
check if booking is necessary;2959;12.04.2017 09:03;12.04.2017 09:09
prepare booking proposal;2959;19.04.2017 10:52;19.04.2017 11:49
send booking proposal to employee;2959;26.04.2017 16:27;26.04.2017 16:29
check booking proposal;2959;26.04.2017 19:12;26.04.2017 19:18
book travel;2959;05.05.2017 08:59;05.05.2017 11:20
check if expense documents exist;2959;25.07.2017 14:41;25.07.2017 15:13
upload travel expense documents;2959;25.07.2017 15:13;25.07.2017 15:22
file travel expense report;2959;25.07.2017 15:22;25.07.2017 15:39
confirm travel expense report;2959;25.07.2017 15:39;25.07.2017 15:39
decide on travel expense approval;2959;26.07.2017 13:59;26.07.2017 14:02
send original documents to archive;2959;31.07.2017 06:59;31.07.2017 07:28
calculate payments;2959;16.08.2017 16:07;16.08.2017 17:09
pay expenses;2959;31.08.2017 08:59;31.08.2017 09:07
file travel request;2960;04.04.2017 14:47;04.04.2017 15:00
check if travel request needs preliminary price inquiry;2960;04.04.2017 15:00;04.04.2017 15:01
prepare booking proposal;2960;12.04.2017 09:40;12.04.2017 11:04
send booking proposal to employee;2960;19.04.2017 11:55;19.04.2017 11:55
check booking proposal;2960;19.04.2017 16:52;19.04.2017 16:54
check if price inquiry is still needed and up to date;2960;20.04.2017 18:31;20.04.2017 18:34
request update of the booking proposal;2960;20.04.2017 18:34;20.04.2017 18:34
prepare booking proposal;2960;28.04.2017 13:25;28.04.2017 15:16
send booking proposal to employee;2960;08.05.2017 10:07;08.05.2017 10:08
check booking proposal;2960;08.05.2017 12:10;08.05.2017 12:10
transform price inquiry to travel request;2960;08.05.2017 12:13;08.05.2017 12:13
decide on approval requirements;2960;08.05.2017 12:13;08.05.2017 12:14
check if booking is necessary;2960;16.05.2017 08:59;16.05.2017 09:01
prepare booking proposal;2960;24.05.2017 09:04;24.05.2017 09:32
send booking proposal to employee;2960;01.06.2017 10:26;01.06.2017 10:29
check booking proposal;2960;01.06.2017 15:31;01.06.2017 15:40
book travel;2960;12.06.2017 08:59;12.06.2017 11:12
check if expense documents exist;2960;14.07.2017 10:11;14.07.2017 10:27
upload travel expense documents;2960;14.07.2017 10:27;14.07.2017 10:59
file travel expense report;2960;14.07.2017 10:59;14.07.2017 11:08
confirm travel expense report;2960;14.07.2017 11:08;14.07.2017 11:12
decide on travel expense approval;2960;14.07.2017 13:59;14.07.2017 14:00
send request for travel expense correction;2960;14.07.2017 14:00;14.07.2017 14:02
correct travel expense report;2960;24.07.2017 06:59;24.07.2017 07:06
decide on travel expense approval;2960;24.07.2017 13:59;24.07.2017 14:04
send original documents to archive;2960;27.07.2017 19:58;27.07.2017 20:13
calculate payments;2960;21.08.2017 09:55;21.08.2017 10:42
pay expenses;2960;04.09.2017 10:51;04.09.2017 10:57
file travel request;2961;04.04.2017 16:20;04.04.2017 16:37
check if travel request needs preliminary price inquiry;2961;04.04.2017 16:37;04.04.2017 16:38
decide on approval requirements;2961;04.04.2017 16:38;04.04.2017 16:40
check if booking is necessary;2961;12.04.2017 11:05;12.04.2017 11:07
prepare booking proposal;2961;19.04.2017 11:55;19.04.2017 12:49
send booking proposal to employee;2961;27.04.2017 08:59;27.04.2017 09:04
check booking proposal;2961;27.04.2017 10:11;27.04.2017 10:12
book travel;2961;05.05.2017 10:32;05.05.2017 12:16
check if expense documents exist;2961;16.06.2017 18:38;16.06.2017 19:12
upload travel expense documents;2961;16.06.2017 19:12;16.06.2017 19:23
file travel expense report;2961;16.06.2017 19:23;16.06.2017 19:32
confirm travel expense report;2961;16.06.2017 19:32;16.06.2017 19:32
decide on travel expense approval;2961;19.06.2017 13:59;19.06.2017 14:06
send request for travel expense correction;2961;19.06.2017 14:06;19.06.2017 14:07
correct travel expense report;2961;27.06.2017 15:28;27.06.2017 16:59
decide on travel expense approval;2961;28.06.2017 13:59;28.06.2017 14:01
send original documents to archive;2961;03.07.2017 06:59;03.07.2017 07:04
calculate payments;2961;24.07.2017 10:42;24.07.2017 10:57
pay expenses;2961;04.08.2017 08:59;04.08.2017 09:07
file travel request;2962;04.04.2017 18:05;04.04.2017 18:26
check if travel request needs preliminary price inquiry;2962;04.04.2017 18:26;04.04.2017 18:27
decide on approval requirements;2962;04.04.2017 18:27;04.04.2017 18:28
check if booking is necessary;2962;12.04.2017 11:57;12.04.2017 12:00
check if expense documents exist;2962;05.06.2017 06:59;05.06.2017 07:54
file travel expense report;2962;05.06.2017 07:54;05.06.2017 07:59
confirm travel expense report;2962;05.06.2017 07:59;05.06.2017 08:03
decide on travel expense approval;2962;05.06.2017 14:07;05.06.2017 14:11
send original documents to archive;2962;13.06.2017 06:59;13.06.2017 07:13
calculate payments;2962;28.06.2017 09:08;28.06.2017 09:56
pay expenses;2962;13.07.2017 09:24;13.07.2017 09:30
file travel request;2963;04.04.2017 19:30;04.04.2017 19:37
check if travel request needs preliminary price inquiry;2963;04.04.2017 19:37;04.04.2017 19:38
decide on approval requirements;2963;04.04.2017 19:38;04.04.2017 19:40
check if booking is necessary;2963;12.04.2017 13:41;12.04.2017 13:44
check if expense documents exist;2963;31.05.2017 06:59;31.05.2017 07:25
upload travel expense documents;2963;31.05.2017 07:25;31.05.2017 07:35
file travel expense report;2963;31.05.2017 07:35;31.05.2017 07:41
confirm travel expense report;2963;31.05.2017 07:41;31.05.2017 07:42
decide on travel expense approval;2963;31.05.2017 13:59;31.05.2017 14:00
send request for travel expense correction;2963;31.05.2017 14:00;31.05.2017 14:02
correct travel expense report;2963;08.06.2017 22:22;08.06.2017 22:50
decide on travel expense approval;2963;09.06.2017 13:59;09.06.2017 14:00
send original documents to archive;2963;15.06.2017 11:49;15.06.2017 12:48
calculate payments;2963;11.07.2017 08:59;11.07.2017 09:30
pay expenses;2963;24.07.2017 11:17;24.07.2017 11:28
file travel request;2964;04.04.2017 20:44;04.04.2017 21:07
check if travel request needs preliminary price inquiry;2964;04.04.2017 21:07;04.04.2017 21:08
prepare booking proposal;2964;12.04.2017 14:16;12.04.2017 16:05
send booking proposal to employee;2964;19.04.2017 15:29;19.04.2017 15:34
check booking proposal;2964;19.04.2017 19:48;19.04.2017 19:51
transform price inquiry to travel request;2964;19.04.2017 19:52;19.04.2017 19:52
decide on approval requirements;2964;19.04.2017 19:52;19.04.2017 19:54
check if booking is necessary;2964;27.04.2017 14:36;27.04.2017 14:38
prepare booking proposal;2964;05.05.2017 11:57;05.05.2017 13:04
send booking proposal to employee;2964;12.05.2017 15:11;12.05.2017 15:14
check booking proposal;2964;12.05.2017 17:43;12.05.2017 17:52
check if travel request is still needed and up to date;2964;16.05.2017 11:31;16.05.2017 11:34
request update of the booking proposal;2964;16.05.2017 11:34;16.05.2017 11:35
prepare booking proposal;2964;24.05.2017 10:59;24.05.2017 11:31
send booking proposal to employee;2964;01.06.2017 10:50;01.06.2017 10:52
check booking proposal;2964;01.06.2017 11:42;01.06.2017 11:45
book travel;2964;09.06.2017 12:49;09.06.2017 14:00
check if expense documents exist;2964;11.09.2017 06:59;11.09.2017 08:09
upload travel expense documents;2964;11.09.2017 08:09;11.09.2017 08:33
file travel expense report;2964;11.09.2017 08:33;11.09.2017 08:40
confirm travel expense report;2964;11.09.2017 08:40;11.09.2017 08:41
decide on travel expense approval;2964;11.09.2017 14:09;11.09.2017 14:11
send original documents to archive;2964;20.09.2017 06:59;20.09.2017 07:41
calculate payments;2964;16.10.2017 14:50;16.10.2017 15:09
pay expenses;2964;01.11.2017 12:27;01.11.2017 11:35
file travel request;2965;04.04.2017 22:16;04.04.2017 22:23
check if travel request needs preliminary price inquiry;2965;04.04.2017 22:23;04.04.2017 22:25
decide on approval requirements;2965;04.04.2017 22:25;04.04.2017 22:26
forward request to approver;2965;04.04.2017 22:26;04.04.2017 22:27
decide on request;2965;05.04.2017 13:59;05.04.2017 14:07
check if booking is necessary;2965;13.04.2017 10:34;13.04.2017 10:38
prepare booking proposal;2965;20.04.2017 09:03;20.04.2017 10:25
send booking proposal to employee;2965;28.04.2017 08:59;28.04.2017 09:02
check booking proposal;2965;28.04.2017 10:39;28.04.2017 10:42
book travel;2965;05.05.2017 16:14;05.05.2017 17:11
check if expense documents exist;2965;26.06.2017 06:59;26.06.2017 07:10
upload travel expense documents;2965;26.06.2017 07:10;26.06.2017 07:30
file travel expense report;2965;26.06.2017 07:30;26.06.2017 07:37
confirm travel expense report;2965;26.06.2017 07:37;26.06.2017 07:40
decide on travel expense approval;2965;26.06.2017 14:06;26.06.2017 14:06
send request for travel expense correction;2965;26.06.2017 14:06;26.06.2017 14:08
correct travel expense report;2965;27.06.2017 06:59;27.06.2017 07:08
decide on travel expense approval;2965;27.06.2017 13:59;27.06.2017 14:01
send original documents to archive;2965;11.07.2017 07:01;11.07.2017 07:04
calculate payments;2965;17.07.2017 10:19;17.07.2017 11:08
pay expenses;2965;27.07.2017 13:29;27.07.2017 13:36
file travel request;2966;05.04.2017 06:59;05.04.2017 07:04
check if travel request needs preliminary price inquiry;2966;05.04.2017 07:04;05.04.2017 07:06
decide on approval requirements;2966;05.04.2017 07:06;05.04.2017 07:06
check if booking is necessary;2966;12.04.2017 15:01;12.04.2017 15:04
prepare booking proposal;2966;19.04.2017 14:30;19.04.2017 16:05
send booking proposal to employee;2966;27.04.2017 11:04;27.04.2017 11:08
check booking proposal;2966;27.04.2017 13:52;27.04.2017 13:58
book travel;2966;05.05.2017 11:20;05.05.2017 12:16
check if expense documents exist;2966;31.07.2017 06:59;31.07.2017 07:16
upload travel expense documents;2966;31.07.2017 07:16;31.07.2017 07:27
file travel expense report;2966;31.07.2017 07:27;31.07.2017 07:43
confirm travel expense report;2966;31.07.2017 07:43;31.07.2017 07:44
decide on travel expense approval;2966;31.07.2017 14:05;31.07.2017 14:09
send original documents to archive;2966;14.08.2017 06:59;14.08.2017 07:07
calculate payments;2966;01.09.2017 09:15;01.09.2017 10:13
pay expenses;2966;04.09.2017 10:50;04.09.2017 10:57
file travel request;2967;05.04.2017 06:59;05.04.2017 07:06
check if travel request needs preliminary price inquiry;2967;05.04.2017 07:06;05.04.2017 07:07
prepare booking proposal;2967;12.04.2017 15:04;12.04.2017 16:14
send booking proposal to employee;2967;19.04.2017 15:34;19.04.2017 15:37
check booking proposal;2967;19.04.2017 17:18;19.04.2017 17:27
transform price inquiry to travel request;2967;19.04.2017 17:32;19.04.2017 17:32
decide on approval requirements;2967;19.04.2017 17:32;19.04.2017 17:33
check if booking is necessary;2967;27.04.2017 14:06;27.04.2017 14:12
prepare booking proposal;2967;05.05.2017 11:22;05.05.2017 11:53
send booking proposal to employee;2967;12.05.2017 14:31;12.05.2017 14:34
check booking proposal;2967;12.05.2017 17:36;12.05.2017 17:41
check if travel request is still needed and up to date;2967;15.05.2017 06:59;15.05.2017 07:31
request update of the booking proposal;2967;15.05.2017 07:31;15.05.2017 07:31
prepare booking proposal;2967;23.05.2017 08:59;23.05.2017 10:19
send booking proposal to employee;2967;31.05.2017 12:24;31.05.2017 12:28
check booking proposal;2967;31.05.2017 16:48;31.05.2017 17:02
check if travel request is still needed and up to date;2967;05.06.2017 06:59;05.06.2017 07:19
request update of the booking proposal;2967;05.06.2017 07:19;05.06.2017 07:19
prepare booking proposal;2967;13.06.2017 13:21;13.06.2017 13:59
send booking proposal to employee;2967;21.06.2017 15:33;21.06.2017 15:37
check booking proposal;2967;21.06.2017 20:31;21.06.2017 20:35
book travel;2967;30.06.2017 10:53;30.06.2017 11:23
check if expense documents exist;2967;10.08.2017 19:34;10.08.2017 20:05
file travel expense report;2967;10.08.2017 20:05;10.08.2017 20:09
confirm travel expense report;2967;10.08.2017 20:09;10.08.2017 20:10
decide on travel expense approval;2967;11.08.2017 13:59;11.08.2017 14:03
send original documents to archive;2967;18.08.2017 07:03;18.08.2017 07:15
calculate payments;2967;11.09.2017 10:38;11.09.2017 11:28
pay expenses;2967;20.09.2017 08:59;20.09.2017 09:10
file travel request;2968;05.04.2017 06:59;05.04.2017 07:14
check if travel request needs preliminary price inquiry;2968;05.04.2017 07:14;05.04.2017 07:14
decide on approval requirements;2968;05.04.2017 07:14;05.04.2017 07:16
check if booking is necessary;2968;12.04.2017 15:58;12.04.2017 15:59
prepare booking proposal;2968;19.04.2017 15:01;19.04.2017 16:04
send booking proposal to employee;2968;27.04.2017 11:01;27.04.2017 11:04
check booking proposal;2968;27.04.2017 12:34;27.04.2017 12:36
check if travel request is still needed and up to date;2968;01.05.2017 18:50;01.05.2017 19:12
request update of the booking proposal;2968;01.05.2017 19:12;01.05.2017 19:13
prepare booking proposal;2968;09.05.2017 15:57;09.05.2017 17:45
send booking proposal to employee;2968;16.05.2017 15:19;16.05.2017 15:22
check booking proposal;2968;16.05.2017 19:02;16.05.2017 19:12
check if travel request is still needed and up to date;2968;24.05.2017 21:40;24.05.2017 21:57
request update of the booking proposal;2968;24.05.2017 21:57;24.05.2017 21:57
prepare booking proposal;2968;01.06.2017 15:06;01.06.2017 17:20
send booking proposal to employee;2968;12.06.2017 09:01;12.06.2017 09:03
check booking proposal;2968;12.06.2017 11:51;12.06.2017 11:59
book travel;2968;20.06.2017 16:13;20.06.2017 18:24
check if expense documents exist;2968;30.08.2017 06:59;30.08.2017 07:20
upload travel expense documents;2968;30.08.2017 07:20;30.08.2017 07:24
file travel expense report;2968;30.08.2017 07:24;30.08.2017 07:34
confirm travel expense report;2968;30.08.2017 07:34;30.08.2017 07:37
decide on travel expense approval;2968;30.08.2017 13:59;30.08.2017 14:03
send original documents to archive;2968;04.09.2017 11:34;04.09.2017 11:49
calculate payments;2968;25.09.2017 11:02;25.09.2017 11:41
pay expenses;2968;02.10.2017 11:07;02.10.2017 11:12
file travel request;2970;05.04.2017 06:59;05.04.2017 07:25
check if travel request needs preliminary price inquiry;2970;05.04.2017 07:25;05.04.2017 07:26
prepare booking proposal;2970;12.04.2017 15:59;12.04.2017 17:59
send booking proposal to employee;2970;19.04.2017 16:07;19.04.2017 16:12
check booking proposal;2970;19.04.2017 19:28;19.04.2017 19:33
check if price inquiry is still needed and up to date;2970;24.04.2017 06:59;24.04.2017 07:11
request update of the booking proposal;2970;24.04.2017 07:11;24.04.2017 07:11
prepare booking proposal;2970;01.05.2017 13:00;01.05.2017 14:44
send booking proposal to employee;2970;09.05.2017 13:50;09.05.2017 13:53
check booking proposal;2970;09.05.2017 14:19;09.05.2017 14:33
check if price inquiry is still needed and up to date;2970;15.05.2017 06:59;15.05.2017 07:09
request update of the booking proposal;2970;15.05.2017 07:09;15.05.2017 07:10
prepare booking proposal;2970;22.05.2017 14:45;22.05.2017 16:29
send booking proposal to employee;2970;31.05.2017 09:03;31.05.2017 09:07
check booking proposal;2970;31.05.2017 11:17;31.05.2017 11:23
transform price inquiry to travel request;2970;31.05.2017 11:29;31.05.2017 11:30
decide on approval requirements;2970;31.05.2017 11:30;31.05.2017 11:31
check if booking is necessary;2970;08.06.2017 09:07;08.06.2017 09:09
check if expense documents exist;2970;15.08.2017 06:59;15.08.2017 08:06
upload travel expense documents;2970;15.08.2017 08:06;15.08.2017 08:10
file travel expense report;2970;15.08.2017 08:10;15.08.2017 08:26
confirm travel expense report;2970;15.08.2017 08:26;15.08.2017 08:29
